,0,1,2,3,4,5,6,7,8,9,10,11,12,13,total
29,0.0,9.84,9.85,60.0,1.0,1.0,1.0,27.9993,5.0,1.0,4.0,2011.0,0.0,3.0,3.0
30,0.0,9.02,10.605,55.0,1.0,1.0,1.0,16.9979,6.0,1.0,4.0,2011.0,1.0,26.0,27.0
31,0.0,8.2,9.09,51.0,1.0,1.0,1.0,19.0012,7.0,1.0,4.0,2011.0,5.0,76.0,81.0
32,0.0,8.2,9.09,47.0,1.0,1.0,1.0,22.0028,8.0,1.0,4.0,2011.0,3.0,204.0,207.0
33,0.0,8.2,9.09,51.0,1.0,1.0,1.0,23.9994,9.0,1.0,4.0,2011.0,8.0,137.0,145.0
34,0.0,8.2,8.335,47.0,1.0,1.0,1.0,31.0009,10.0,1.0,4.0,2011.0,9.0,33.0,42.0
35,0.0,9.02,9.09,41.0,1.0,1.0,1.0,31.0009,11.0,1.0,4.0,2011.0,9.0,81.0,90.0
36,0.0,9.02,9.09,27.0,1.0,1.0,1.0,39.0007,12.0,1.0,4.0,2011.0,21.0,81.0,102.0
37,0.0,8.2,7.575,21.0,1.0,1.0,1.0,39.0007,13.0,1.0,4.0,2011.0,21.0,81.0,102.0
38,0.0,8.2,7.575,25.0,1.0,1.0,1.0,35.0008,14.0,1.0,4.0,2011.0,21.0,81.0,102.0
39,0.0,6.56,6.06,26.0,1.0,1.0,1.0,30.0026,15.0,1.0,4.0,2011.0,21.0,81.0,102.0
40,0.0,6.56,6.82,26.0,1.0,1.0,1.0,23.9994,16.0,1.0,4.0,2011.0,21.0,87.0,108.0
41,0.0,5.74,6.06,28.0,1.0,1.0,1.0,23.9994,17.0,1.0,4.0,2011.0,21.0,139.0,160.0
42,0.0,4.92,6.06,30.0,1.0,1.0,1.0,16.9979,18.0,1.0,4.0,2011.0,21.0,168.0,189.0
43,0.0,4.92,5.305,30.0,1.0,1.0,1.0,22.0028,19.0,1.0,4.0,2011.0,2.0,98.0,100.0
44,0.0,4.1,3.79,33.0,1.0,1.0,1.0,27.9993,20.0,1.0,4.0,2011.0,1.0,54.0,55.0
45,0.0,3.28,3.79,38.0,1.0,1.0,1.0,19.0012,21.0,1.0,4.0,2011.0,3.0,40.0,43.0
46,0.0,2.46,1.515,41.0,1.0,1.0,1.0,26.0027,22.0,1.0,4.0,2011.0,0.0,30.0,30.0
47,0.0,2.46,2.275,38.0,1.0,1.0,1.0,22.0028,23.0,1.0,4.0,2011.0,3.0,19.0,22.0
48,0.0,1.64,1.515,45.0,1.0,1.0,0.0,16.9979,0.0,1.0,5.0,2011.0,1.0,12.0,13.0
49,0.0,1.64,0.0,41.0,1.0,2.0,0.0,26.0027,1.0,1.0,5.0,2011.0,0.0,12.0,12.0
50,0.0,1.64,1.515,41.0,1.0,2.0,0.0,16.9979,2.0,1.0,5.0,2011.0,0.0,12.0,12.0
51,0.0,1.64,1.515,41.0,1.0,2.0,0.0,19.0012,3.0,1.0,5.0,2011.0,0.0,6.0,6.0
52,0.0,0.82,0.76,48.0,1.0,2.0,0.0,19.9995,4.0,1.0,5.0,2011.0,0.0,5.0,5.0
53,0.0,0.82,1.515,44.0,1.0,2.0,0.0,15.0013,6.0,1.0,5.0,2011.0,0.0,1.0,1.0
54,0.0,0.82,0.76,44.0,1.0,1.0,0.0,19.0012,7.0,1.0,5.0,2011.0,3.0,3.0,6.0
55,0.0,0.82,0.0,44.0,1.0,1.0,0.0,22.0028,8.0,1.0,5.0,2011.0,3.0,10.0,13.0
56,0.0,1.64,1.515,41.0,1.0,1.0,0.0,16.9979,9.0,1.0,5.0,2011.0,0.0,19.0,19.0
57,0.0,1.64,3.03,41.0,1.0,2.0,0.0,11.0014,10.0,1.0,5.0,2011.0,0.0,49.0,49.0
58,0.0,2.46,3.79,38.0,1.0,2.0,0.0,8.9981,11.0,1.0,5.0,2011.0,0.0,49.0,49.0
59,0.0,2.46,5.305,38.0,1.0,2.0,0.0,7.0015,12.0,1.0,5.0,2011.0,0.0,74.0,74.0
60,0.0,3.28,8.335,35.0,1.0,1.0,0.0,0.0,13.0,1.0,5.0,2011.0,3.0,74.0,77.0
61,0.0,4.1,6.82,33.0,1.0,1.0,0.0,7.0015,14.0,1.0,5.0,2011.0,8.0,74.0,82.0
62,0.0,4.92,7.575,28.0,1.0,1.0,0.0,0.0,15.0,1.0,5.0,2011.0,8.0,68.0,76.0
63,0.0,4.92,6.82,28.0,1.0,1.0,0.0,12.998,16.0,1.0,5.0,2011.0,8.0,68.0,76.0
64,0.0,4.92,9.85,28.0,1.0,1.0,0.0,0.0,17.0,1.0,5.0,2011.0,8.0,64.0,72.0
65,0.0,3.28,4.545,35.0,1.0,1.0,0.0,12.998,18.0,1.0,5.0,2011.0,4.0,56.0,60.0
66,0.0,3.28,5.305,35.0,1.0,1.0,0.0,8.9981,19.0,1.0,5.0,2011.0,4.0,47.0,51.0
67,0.0,2.46,3.79,45.0,1.0,1.0,0.0,11.0014,20.0,1.0,5.0,2011.0,0.0,50.0,50.0
68,0.0,2.46,5.305,41.0,1.0,1.0,0.0,6.0032,21.0,1.0,5.0,2011.0,0.0,19.0,19.0
69,0.0,2.46,7.575,49.0,1.0,1.0,0.0,0.0,22.0,1.0,5.0,2011.0,0.0,19.0,19.0
70,0.0,1.64,3.79,57.0,1.0,1.0,0.0,7.0015,23.0,1.0,5.0,2011.0,0.0,22.0,22.0
71,0.0,1.64,3.79,57.0,1.0,1.0,0.0,7.0015,0.0,1.0,6.0,2011.0,0.0,13.0,13.0
72,0.0,1.64,3.79,57.0,1.0,1.0,0.0,7.0015,1.0,1.0,6.0,2011.0,0.0,19.0,19.0
73,0.0,0.82,3.03,62.0,1.0,1.0,0.0,8.9981,2.0,1.0,6.0,2011.0,0.0,27.0,27.0
74,0.0,0.82,3.03,62.0,1.0,1.0,0.0,8.9981,3.0,1.0,6.0,2011.0,9.0,8.0,17.0
75,0.0,1.64,3.79,57.0,1.0,2.0,0.0,7.0015,5.0,1.0,6.0,2011.0,0.0,1.0,1.0
76,0.0,1.64,3.79,57.0,1.0,2.0,0.0,7.0015,6.0,1.0,6.0,2011.0,0.0,1.0,1.0
77,0.0,3.28,5.305,58.0,1.0,1.0,0.0,11.0014,7.0,1.0,6.0,2011.0,1.0,5.0,6.0
78,0.0,2.46,3.79,62.0,1.0,1.0,0.0,11.0014,8.0,1.0,6.0,2011.0,1.0,10.0,11.0
79,0.0,4.1,3.79,54.0,1.0,1.0,0.0,23.9994,9.0,1.0,6.0,2011.0,0.0,19.0,19.0
80,0.0,5.74,5.305,46.0,1.0,1.0,0.0,26.0027,10.0,1.0,6.0,2011.0,0.0,49.0,49.0
81,0.0,5.74,6.82,43.0,1.0,1.0,0.0,15.0013,11.0,1.0,6.0,2011.0,2.0,47.0,49.0
82,0.0,6.56,6.06,37.0,1.0,1.0,0.0,31.0009,12.0,1.0,6.0,2011.0,4.0,64.0,68.0
83,0.0,5.74,5.305,33.0,1.0,1.0,0.0,26.0027,13.0,1.0,6.0,2011.0,8.0,69.0,77.0
84,0.0,6.56,6.82,28.0,1.0,1.0,0.0,23.9994,14.0,1.0,6.0,2011.0,8.0,69.0,77.0
85,0.0,6.56,6.82,28.0,1.0,1.0,0.0,23.9994,15.0,1.0,6.0,2011.0,8.0,79.0,87.0
86,0.0,6.56,6.82,26.0,1.0,1.0,0.0,22.0028,16.0,1.0,6.0,2011.0,8.0,79.0,87.0
87,0.0,5.74,5.305,26.0,1.0,1.0,0.0,26.0027,17.0,1.0,6.0,2011.0,8.0,64.0,72.0
88,0.0,4.92,6.06,30.0,1.0,1.0,0.0,16.9979,18.0,1.0,6.0,2011.0,4.0,56.0,60.0
89,0.0,4.92,6.06,30.0,1.0,1.0,0.0,19.0012,19.0,1.0,6.0,2011.0,4.0,28.0,32.0
90,0.0,4.1,5.305,36.0,1.0,1.0,0.0,16.9979,20.0,1.0,6.0,2011.0,0.0,28.0,28.0
91,0.0,4.1,5.305,36.0,1.0,1.0,0.0,12.998,21.0,1.0,6.0,2011.0,0.0,51.0,51.0
92,0.0,3.28,4.545,38.0,1.0,1.0,0.0,12.998,22.0,1.0,6.0,2011.0,0.0,51.0,51.0
93,0.0,2.46,3.03,41.0,1.0,1.0,0.0,15.0013,23.0,1.0,6.0,2011.0,0.0,22.0,22.0
94,0.0,2.46,3.03,41.0,1.0,1.0,1.0,12.998,0.0,1.0,0.0,2011.0,2.0,3.0,5.0
95,0.0,1.64,2.275,45.0,1.0,1.0,1.0,12.998,1.0,1.0,0.0,2011.0,1.0,3.0,4.0
96,0.0,1.64,1.515,45.0,1.0,1.0,1.0,16.9979,3.0,1.0,0.0,2011.0,1.0,1.0,2.0
97,0.0,0.82,3.03,48.0,1.0,1.0,1.0,8.9981,4.0,1.0,0.0,2011.0,1.0,2.0,3.0
98,0.0,0.82,3.03,48.0,1.0,1.0,1.0,8.9981,5.0,1.0,0.0,2011.0,0.0,8.0,8.0
99,0.0,0.82,3.79,48.0,1.0,1.0,1.0,6.0032,6.0,1.0,0.0,2011.0,0.0,17.0,17.0
100,0.0,0.82,6.06,48.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,2011.0,5.0,92.0,97.0
101,0.0,1.64,6.82,49.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,2011.0,1.0,184.0,185.0
102,0.0,2.46,7.575,41.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,2011.0,11.0,119.0,130.0
103,0.0,4.1,6.82,42.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,2011.0,11.0,31.0,42.0
104,0.0,4.1,6.06,46.0,1.0,1.0,1.0,8.9981,11.0,1.0,0.0,2011.0,0.0,28.0,28.0
105,0.0,4.92,6.82,42.0,1.0,2.0,1.0,12.998,12.0,1.0,0.0,2011.0,2.0,28.0,30.0
106,0.0,5.74,6.82,43.0,1.0,2.0,1.0,15.0013,13.0,1.0,0.0,2011.0,2.0,28.0,30.0
107,0.0,5.74,6.82,46.0,1.0,2.0,1.0,15.0013,14.0,1.0,0.0,2011.0,0.0,28.0,28.0
108,0.0,6.56,8.335,40.0,1.0,1.0,1.0,11.0014,15.0,1.0,0.0,2011.0,2.0,43.0,45.0
109,0.0,6.56,7.575,47.0,1.0,1.0,1.0,16.9979,16.0,1.0,0.0,2011.0,0.0,72.0,72.0
110,0.0,5.74,6.06,50.0,1.0,1.0,1.0,16.9979,17.0,1.0,0.0,2011.0,0.0,158.0,158.0
111,0.0,5.74,6.82,59.0,1.0,1.0,1.0,12.998,18.0,1.0,0.0,2011.0,2.0,168.0,170.0
112,0.0,5.74,7.575,54.0,1.0,1.0,1.0,11.0014,19.0,1.0,0.0,2011.0,2.0,92.0,94.0
113,0.0,5.74,6.82,59.0,1.0,1.0,1.0,12.998,20.0,1.0,0.0,2011.0,2.0,54.0,56.0
114,0.0,5.74,7.575,63.0,1.0,1.0,1.0,11.0014,21.0,1.0,0.0,2011.0,1.0,22.0,23.0
115,0.0,5.74,6.82,63.0,1.0,2.0,1.0,15.0013,22.0,1.0,0.0,2011.0,2.0,37.0,39.0
116,0.0,6.56,7.575,64.0,1.0,2.0,1.0,16.9979,23.0,1.0,0.0,2011.0,1.0,18.0,19.0
117,0.0,6.56,6.82,69.0,1.0,2.0,1.0,19.0012,0.0,1.0,1.0,2011.0,2.0,6.0,8.0
118,0.0,6.56,8.335,69.0,1.0,2.0,1.0,11.0014,1.0,1.0,1.0,2011.0,0.0,3.0,3.0
119,0.0,6.56,7.575,69.0,1.0,1.0,1.0,15.0013,2.0,1.0,1.0,2011.0,0.0,3.0,3.0
120,0.0,5.74,8.335,74.0,1.0,1.0,1.0,7.0015,4.0,1.0,1.0,2011.0,0.0,1.0,1.0
121,0.0,5.74,6.82,74.0,1.0,1.0,1.0,15.0013,5.0,1.0,1.0,2011.0,0.0,11.0,11.0
122,0.0,6.56,9.09,74.0,1.0,1.0,1.0,7.0015,6.0,1.0,1.0,2011.0,0.0,36.0,36.0
123,0.0,6.56,7.575,74.0,1.0,1.0,1.0,15.0013,7.0,1.0,1.0,2011.0,2.0,54.0,56.0
124,0.0,6.56,9.09,74.0,1.0,2.0,1.0,8.9981,8.0,1.0,1.0,2011.0,3.0,216.0,219.0
125,0.0,8.2,11.365,64.0,1.0,2.0,1.0,6.0032,9.0,1.0,1.0,2011.0,6.0,107.0,113.0
126,0.0,9.02,12.12,60.0,1.0,2.0,1.0,7.0015,10.0,1.0,1.0,2011.0,3.0,61.0,64.0
127,0.0,9.84,12.12,60.0,1.0,2.0,1.0,8.9981,11.0,1.0,1.0,2011.0,18.0,48.0,66.0
128,0.0,10.66,14.395,56.0,1.0,2.0,1.0,6.0032,12.0,1.0,1.0,2011.0,10.0,78.0,88.0
129,0.0,10.66,13.635,56.0,1.0,2.0,1.0,8.9981,13.0,1.0,1.0,2011.0,3.0,61.0,64.0
130,0.0,12.3,16.665,45.0,1.0,2.0,1.0,0.0,14.0,1.0,1.0,2011.0,5.0,45.0,50.0
131,0.0,13.12,17.425,42.0,1.0,2.0,1.0,0.0,15.0,1.0,1.0,2011.0,7.0,66.0,73.0
132,0.0,13.12,17.425,42.0,1.0,2.0,1.0,0.0,16.0,1.0,1.0,2011.0,16.0,85.0,101.0
133,0.0,12.3,16.665,45.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,2011.0,4.0,170.0,174.0
134,0.0,12.3,15.91,49.0,1.0,2.0,1.0,6.0032,18.0,1.0,1.0,2011.0,5.0,207.0,212.0
135,0.0,10.66,12.88,65.0,1.0,2.0,1.0,11.0014,19.0,1.0,1.0,2011.0,7.0,102.0,109.0
136,0.0,9.84,11.365,65.0,1.0,1.0,1.0,12.998,20.0,1.0,1.0,2011.0,7.0,71.0,78.0
137,0.0,9.84,11.365,65.0,1.0,1.0,1.0,12.998,21.0,1.0,1.0,2011.0,7.0,41.0,48.0
138,0.0,9.02,11.365,64.0,1.0,1.0,1.0,11.0014,22.0,1.0,1.0,2011.0,7.0,41.0,48.0
139,0.0,9.02,11.365,64.0,1.0,2.0,1.0,11.0014,23.0,1.0,1.0,2011.0,1.0,19.0,20.0
140,0.0,9.02,11.365,69.0,1.0,2.0,1.0,8.9981,0.0,1.0,2.0,2011.0,0.0,6.0,6.0
141,0.0,9.84,12.12,65.0,1.0,2.0,1.0,8.9981,1.0,1.0,2.0,2011.0,2.0,5.0,7.0
142,0.0,9.02,11.365,69.0,1.0,3.0,1.0,12.998,2.0,1.0,2.0,2011.0,2.0,2.0,4.0
143,0.0,8.2,9.09,86.0,1.0,3.0,1.0,19.0012,5.0,1.0,2.0,2011.0,0.0,3.0,3.0
144,0.0,8.2,9.09,86.0,1.0,3.0,1.0,19.0012,6.0,1.0,2.0,2011.0,2.0,17.0,19.0
145,0.0,9.02,10.605,87.0,1.0,3.0,1.0,19.9995,7.0,1.0,2.0,2011.0,1.0,48.0,49.0
146,0.0,9.02,10.605,87.0,1.0,3.0,1.0,19.9995,8.0,1.0,2.0,2011.0,11.0,154.0,165.0
147,0.0,9.02,10.605,87.0,1.0,3.0,1.0,19.9995,9.0,1.0,2.0,2011.0,0.0,23.0,23.0
148,0.0,9.02,10.605,93.0,1.0,3.0,1.0,19.0012,10.0,1.0,2.0,2011.0,0.0,5.0,5.0
149,0.0,9.02,9.85,93.0,1.0,3.0,1.0,22.0028,11.0,1.0,2.0,2011.0,0.0,5.0,5.0
150,0.0,9.02,9.85,93.0,1.0,3.0,1.0,22.0028,12.0,1.0,2.0,2011.0,0.0,5.0,5.0
151,0.0,9.02,9.85,93.0,1.0,3.0,1.0,22.0028,13.0,1.0,2.0,2011.0,0.0,12.0,12.0
152,0.0,9.02,9.85,93.0,1.0,3.0,1.0,23.9994,14.0,1.0,2.0,2011.0,0.0,12.0,12.0
153,0.0,9.02,9.09,93.0,1.0,3.0,1.0,31.0009,15.0,1.0,2.0,2011.0,0.0,12.0,12.0
154,0.0,9.02,9.85,93.0,1.0,4.0,1.0,22.0028,16.0,1.0,2.0,2011.0,0.0,61.0,61.0
155,0.0,8.2,9.09,93.0,1.0,3.0,1.0,23.9994,17.0,1.0,2.0,2011.0,0.0,124.0,124.0
156,0.0,9.02,11.365,55.0,1.0,1.0,1.0,12.998,16.0,1.0,3.0,2011.0,9.0,68.0,77.0
157,0.0,9.02,12.12,55.0,1.0,1.0,1.0,7.0015,17.0,1.0,3.0,2011.0,5.0,163.0,168.0
158,0.0,8.2,11.365,69.0,1.0,1.0,1.0,6.0032,18.0,1.0,3.0,2011.0,5.0,116.0,121.0
159,0.0,8.2,11.365,69.0,1.0,1.0,1.0,6.0032,19.0,1.0,3.0,2011.0,3.0,89.0,92.0
160,0.0,7.38,10.605,74.0,1.0,1.0,1.0,6.0032,20.0,1.0,3.0,2011.0,4.0,108.0,112.0
161,0.0,7.38,10.605,74.0,1.0,1.0,1.0,6.0032,21.0,1.0,3.0,2011.0,4.0,34.0,38.0
162,0.0,7.38,10.605,74.0,1.0,1.0,1.0,6.0032,22.0,1.0,3.0,2011.0,4.0,34.0,38.0
163,0.0,7.38,9.85,80.0,1.0,1.0,1.0,11.0014,23.0,1.0,3.0,2011.0,5.0,9.0,14.0
164,0.0,8.2,10.605,75.0,1.0,2.0,1.0,8.9981,0.0,1.0,4.0,2011.0,4.0,13.0,17.0
165,0.0,8.2,10.605,75.0,1.0,2.0,1.0,8.9981,1.0,1.0,4.0,2011.0,0.0,6.0,6.0
166,0.0,8.2,10.605,75.0,1.0,2.0,1.0,11.0014,2.0,1.0,4.0,2011.0,0.0,1.0,1.0
167,0.0,8.2,11.365,75.0,1.0,2.0,1.0,7.0015,3.0,1.0,4.0,2011.0,0.0,1.0,1.0
168,0.0,7.38,10.605,80.0,1.0,2.0,1.0,7.0015,5.0,1.0,4.0,2011.0,0.0,7.0,7.0
169,0.0,7.38,9.85,80.0,1.0,2.0,1.0,8.9981,6.0,1.0,4.0,2011.0,0.0,28.0,28.0
170,0.0,6.56,9.85,86.0,1.0,2.0,1.0,6.0032,7.0,1.0,4.0,2011.0,0.0,54.0,54.0
171,0.0,6.56,9.85,86.0,1.0,2.0,1.0,6.0032,8.0,1.0,4.0,2011.0,3.0,216.0,219.0
172,0.0,7.38,10.605,86.0,1.0,3.0,1.0,6.0032,9.0,1.0,4.0,2011.0,3.0,23.0,26.0
173,0.0,7.38,10.605,86.0,1.0,3.0,1.0,7.0015,10.0,1.0,4.0,2011.0,4.0,17.0,21.0
174,0.0,7.38,10.605,93.0,1.0,3.0,1.0,7.0015,11.0,1.0,4.0,2011.0,4.0,17.0,21.0
175,0.0,7.38,10.605,93.0,1.0,3.0,1.0,7.0015,12.0,1.0,4.0,2011.0,4.0,17.0,21.0
176,0.0,7.38,10.605,93.0,1.0,3.0,1.0,7.0015,13.0,1.0,4.0,2011.0,4.0,11.0,15.0
177,0.0,9.02,13.635,80.0,1.0,3.0,1.0,0.0,14.0,1.0,4.0,2011.0,3.0,11.0,14.0
178,0.0,8.2,12.88,86.0,1.0,2.0,1.0,0.0,15.0,1.0,4.0,2011.0,3.0,49.0,52.0
179,0.0,9.02,13.635,80.0,1.0,1.0,1.0,0.0,16.0,1.0,4.0,2011.0,3.0,68.0,71.0
180,0.0,9.84,12.12,75.0,1.0,1.0,1.0,8.9981,17.0,1.0,4.0,2011.0,3.0,155.0,158.0
181,0.0,9.84,11.365,75.0,1.0,1.0,1.0,12.998,18.0,1.0,4.0,2011.0,3.0,141.0,144.0
182,0.0,9.84,12.12,75.0,1.0,2.0,1.0,8.9981,19.0,1.0,4.0,2011.0,1.0,98.0,99.0
183,0.0,9.84,11.365,70.0,1.0,2.0,1.0,12.998,20.0,1.0,4.0,2011.0,2.0,69.0,71.0
184,0.0,9.02,11.365,75.0,1.0,2.0,1.0,8.9981,21.0,1.0,4.0,2011.0,2.0,41.0,43.0
185,0.0,9.84,10.605,65.0,1.0,1.0,1.0,23.9994,22.0,1.0,4.0,2011.0,5.0,51.0,56.0
186,0.0,9.84,11.365,60.0,1.0,1.0,1.0,15.0013,23.0,1.0,4.0,2011.0,7.0,9.0,16.0
187,0.0,9.02,9.85,64.0,1.0,1.0,0.0,23.9994,0.0,1.0,5.0,2011.0,3.0,13.0,16.0
188,0.0,9.02,11.365,64.0,1.0,1.0,0.0,12.998,1.0,1.0,5.0,2011.0,3.0,19.0,22.0
189,0.0,9.02,11.365,64.0,1.0,1.0,0.0,11.0014,2.0,1.0,5.0,2011.0,0.0,27.0,27.0
190,0.0,8.2,10.605,64.0,1.0,1.0,0.0,8.9981,3.0,1.0,5.0,2011.0,3.0,7.0,10.0
191,0.0,6.56,9.09,69.0,1.0,1.0,0.0,7.0015,4.0,1.0,5.0,2011.0,0.0,4.0,4.0
192,0.0,6.56,9.09,64.0,1.0,1.0,0.0,8.9981,6.0,1.0,5.0,2011.0,1.0,3.0,4.0
193,0.0,6.56,9.09,59.0,1.0,1.0,0.0,7.0015,7.0,1.0,5.0,2011.0,1.0,5.0,6.0
194,0.0,7.38,9.85,55.0,1.0,1.0,0.0,11.0014,8.0,1.0,5.0,2011.0,0.0,18.0,18.0
195,0.0,7.38,10.605,59.0,1.0,1.0,0.0,6.0032,9.0,1.0,5.0,2011.0,2.0,31.0,33.0
196,0.0,7.38,10.605,64.0,1.0,2.0,0.0,7.0015,10.0,1.0,5.0,2011.0,2.0,71.0,73.0
197,0.0,7.38,9.85,64.0,1.0,2.0,0.0,8.9981,11.0,1.0,5.0,2011.0,2.0,57.0,59.0
198,0.0,8.2,9.85,59.0,1.0,2.0,0.0,12.998,12.0,1.0,5.0,2011.0,18.0,74.0,92.0
199,0.0,9.02,11.365,55.0,1.0,2.0,0.0,11.0014,13.0,1.0,5.0,2011.0,18.0,74.0,92.0
200,0.0,9.02,11.365,60.0,1.0,2.0,0.0,8.9981,14.0,1.0,5.0,2011.0,18.0,74.0,92.0
201,0.0,9.02,10.605,69.0,1.0,1.0,0.0,16.9979,15.0,1.0,5.0,2011.0,10.0,30.0,40.0
202,0.0,9.84,12.12,60.0,1.0,1.0,0.0,11.0014,16.0,1.0,5.0,2011.0,15.0,69.0,84.0
203,0.0,9.84,14.395,60.0,1.0,1.0,0.0,0.0,17.0,1.0,5.0,2011.0,25.0,54.0,79.0
204,0.0,9.02,11.365,69.0,1.0,1.0,0.0,8.9981,18.0,1.0,5.0,2011.0,1.0,69.0,70.0
205,0.0,9.02,10.605,69.0,1.0,2.0,0.0,16.9979,19.0,1.0,5.0,2011.0,6.0,40.0,46.0
206,0.0,7.38,10.605,74.0,1.0,1.0,0.0,6.0032,20.0,1.0,5.0,2011.0,4.0,50.0,54.0
207,0.0,7.38,10.605,74.0,1.0,1.0,0.0,6.0032,21.0,1.0,5.0,2011.0,4.0,19.0,23.0
208,0.0,6.56,9.85,80.0,1.0,1.0,0.0,6.0032,22.0,1.0,5.0,2011.0,4.0,19.0,23.0
209,0.0,6.56,9.85,80.0,1.0,1.0,0.0,6.0032,23.0,1.0,5.0,2011.0,4.0,6.0,10.0
210,0.0,6.56,9.09,80.0,1.0,1.0,0.0,7.0015,0.0,1.0,6.0,2011.0,5.0,13.0,18.0
211,0.0,5.74,10.605,80.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,2011.0,5.0,32.0,37.0
212,0.0,6.56,11.365,80.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,2011.0,2.0,27.0,29.0
213,0.0,5.74,10.605,93.0,1.0,1.0,0.0,0.0,3.0,1.0,6.0,2011.0,9.0,8.0,17.0
214,0.0,5.74,10.605,93.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,2011.0,0.0,1.0,1.0
215,0.0,5.74,10.605,86.0,1.0,1.0,0.0,0.0,5.0,1.0,6.0,2011.0,0.0,1.0,1.0
216,0.0,5.74,10.605,86.0,1.0,1.0,0.0,0.0,7.0,1.0,6.0,2011.0,1.0,9.0,10.0
217,0.0,5.74,10.605,86.0,1.0,2.0,0.0,0.0,8.0,1.0,6.0,2011.0,1.0,28.0,29.0
